content	score
里边很大，风景很好，可以了解诸葛亮，刘备的事迹，把历史回顾一下	1
去了重庆不好玩也还是要凑个热闹吧	0
环境幽静，历史文化，还是比较值得一看的。	1
****还好还好*******	1
说是8分钟单程，排除排队等候时间，实际来回8分钟。可能人多开的快，人少慢吧。总之白天应该没有晚上好看。	0
不错，很方便，下回开会订票实用	1
武侯祠底蕴深厚，风景优美，值得一去	1
取票很是方便，武侯祠值得去看…	1
游玩时长大概1.5个小时，值得玩	1
排队一小时(这都算少的了)，乘坐五分钟，体验一把重庆的跨江交通工具，弥补了两年前来的时候的遗憾。	0
网上买的很快，用身份证就可通行方便	1
门票略贵，不过里面没人的时候还是很赞的。建议早点去，门票可以携程直接买，买完了可以旁边拿票，直接进去，非常方便。比门口排队买票方便多了。	1
西岭雪山很美 夜场滑雪也很好玩 非常值得推荐 是成都之巅 ：窗含西岭千秋雪，门泊东吴万里船 真实写照	1
穿得特别厚，结果到了还没成都热，地方比较小，酒店一般，温度不能自己调，都是固定的，导致盖被子热了，不盖又冷，就感冒了，没有滑成雪。呆了两天，周一去的，所以人不是很多。第二段索道40分钟，到了山顶没有走完，太累了	1
锦里旁边就是武侯祠，武侯祠跟锦里相连那部分园区是免费的，从正门旁边进去的是博物馆。 武侯祠是唯一君臣合葬的墓穴，先帝啊！孔明啊！ 武侯祠里还有张飞和关羽的庙，三人桃园结义的地方。 往里面最远一个地方是惠陵，刘备的墓。也是武侯祠最美的地方，红墙翠竹，各大游记必拍景点。	1
不值得去。排队两个小时。就几分钟缆车	0
武侯祠里面范围挺大的，而且奇怪的是居然还有新人在这里拍摄婚纱照诶，走出后门就是锦里	1
还行吧，人多时可以网上买，人少时没意义	1
人挤人，看到一家卖转运轮车挂的，当时没买，想再转转的，结果就出来了，留下稍许遗憾	1
好玩，尤其是带家人，有小孩非常不错，老人有点不适宜，冷！	1
西岭雪山日月坪美得无法言喻，但必须住山上，一早去,否则雪化了就没仙境了	1
第一次去 非常好的感觉、各方面都很好，好玩！	1
虽下着小雨，但景点秩序井然，还可以购草堂的门票享免费坐车至草堂，景点干净，厕所干净还配备了厕纸和擦手纸。	1
挺好的。。。。。。。。。。。，，，，	1
22号周六去的，冰雪节刚开幕，人超多。上山排队一个半小时，下山排队一个小时，很多孩子下山的时候睡着了，家长抱的那个累啊，千万错峰去玩。当天雾太大，因为带了孩子，就没上日月坪，只在广场玩了，小朋友很高兴	1
雪很大，难得咱们成都周边还有这么美的雪景	1
景色很美，看到了云海，元旦出行，人还可以~	1
不错，比窗口排队速度快，有返现价格也合适	1
景区卖天麻的骗子太猖狂。有没有人管理哦！	0
感怀诸葛武侯，但我总觉得旁边的锦里更值得去。	1
夜间滑雪比白天更好玩，而且价格更便宜！	1
感受一下三国风云突变的历史，很好	1
西岭雪山，白茫茫的一大片雪，很美	1
建议在入口旁设置自动取票机或联网直接刷身份证，会更方便的！	1
人太多，堵在有熊猫的地方走不动，虽然有大量保安拼命叫喊，但效果不大。建议控制进园的人数，一旦出现踩踏事件，将造成重大伤亡。管理不到位！	0
基本看不到什么熊猫，人还超多，可能是假日去的	0
很多年前去成都动物园主要是看大熊猫的，结果大失所望，和北京看得差不多，没有几只，原来看大熊猫是要去基地看的。	0
历史文化遗产，可以一游，需要慢慢品味	1
武侯祠门楣对联：上联：能攻心，则反侧自消，从古知兵非好战。 下联：不审势，即宽严皆误，后来治蜀要深思。 武能定国安天下 名扬天下万古垂	1
人很多，熊猫很少，熊猫很可爱.	0
人很多，环境舒适，很喜欢天鹅湖，很可惜熊猫产房没有开放	0
挺好的吧  有机会多了解一下三国文化也算是涨涨知识吧~	1
现在是旺季很翘，周末订不到票，特地选了平日去，结果5号那天每单可以减20元的，六号就只能减5元了，怕窗口买票的人多，还是在网上订了。	1
园林不错，也有教育意义，还有书法欣赏！	1
重庆的一个景点，假期人真的挺多的。我们周一早上去的不用排队。	0
失望比期望多，没见过类似的可以来看看	0
携程订票方便快捷，用户体验好！	1
景区出口没楼梯，电梯只有两个正常运行，十几分钟堵了一大群人，十几分后才有人修坏的电梯，还没人引导游客乘坐电梯，弄得挤电梯的情况出现。有一扇门是可以出去排队等候处，但一直没人安排我们从中出去。	0
洪崖洞商业街是重庆重要的打卡地，在解放碑附近，很多美食特产。江岸景色很美，特别夜晚，两岸灯光交相辉映，十分醉人。但有个地方不好的就是卫生特别差，在后楼梯有人随便小便、丢垃圾。	0
景色挺美的 主要景点不是偏僻的地方	1
雪山现保存得很原始和生态，隆冬时节银装素裹，万里雪飘。成都金沙车站有直达雪山滑雪场的班车，耗时3小时。	1
网上订票，方便，取票不排队，到景区也快了许多	1
如果自驾，就可以单买这些门票，没必要跟团，几个石刻都捆绑着看完。石刻倒是可以认真慢慢看，不要走马观花。	0
******************	0
三国风云人物，纪念诸葛孔明之地，点赞!	1
应该说这是哪个程度的一个必须的项目里面的绿化不得不赞许说的非常的好，适合大家慢慢的在里面，边走边看。	1
味道特别重，没啥好看的，动物数量少，节假日人特多	0
日月平和阴阳界没必要去了，个人觉得只坐索道鸳鸯池足以	1
性价比不高，大热天排老长的队，像沙丁鱼罐头挤在缆车箱内，一身大汗，一条黄龙，不值得去看，特别是白天。	0
君臣同祠，三国遗风，桃园结义，天下归一。	1
这个期望值和实际差的最多！我想很多人都和我一样看了疯狂的石头和极限挑战所以慕名而来，其实索道就是重庆人民的水上公交，很快就到对面了，最好选好点的位置，否则就是啥也看不到，周围都灰蒙蒙黄黄的，不过因为重庆特色嘛，如果时间充裕可以尝试一下。	0
缅怀三国故事，紧靠锦里，闹中取静。	1
里面的动物管理还是存在问题。看着都是很可怜的。应该像广州长隆那些学习一下，改善各方面环境，而不仅仅就是关着给人看。这样以后会被淘汰的！	0
白公馆是重庆解放前关押共产党高官的地方，也是小萝卜头故事的发生地。白公馆的地窖内，终日不见阳光，小萝卜头就是被关在这里。白公馆有很强的历史教育意义。	1
必须先在网上预约，没有什么玩的	0
夜场一点都不输白天场的，很好玩，只是时间太短了没玩几下就到时间了	1
了解歷史的可以去看看，但一定要避開節假日。裡面是復原當時的設備和場景，非常小，人不多的話，半個小時就逛完了。也是去了一次不會去第二次的景點。去得路上比較折騰，太遠了，路上花的時間比逛景點的時間都多很多⋯⋯	0
都说门票贵 我觉得还好 空气也好	1
看石刻的地方很小，门票太贵了。	0
对于想了解历史的人来说，到武侯祠是一个不错的选择，就是趣味性稍差，总体是错的！	1
一般吧，建议还是坐电梯下去。步行下去脚简直受不了。	0
非常好，夜场票特别实惠，晚上灯光很好，明年稍微早点去，那样雪松松的更好玩，雪山上也有住宿，看着都很好看，很有感觉，滑雪场好玩，滑雪鞋和雪板那些都是免费的，非常棒，强烈推荐	1
不足的是人太多，只有靠边的位置景色宜人，夜晚比白天更加绚丽，感觉很美	0
没网打不开，其次，回来听了，也没有介绍个什么	0
里面非常美，今天去的时候下着小雨，更有意境，值得一游	1
游船员工极不友好，其他都不错。。	0
这里还可以，去的时候人很多 光顾着拍照了，还不错不错	1
下次要赶在不维修时再去，逛景点，特别时带家人去，因为维修，主要的部分都围起来了，心情是很受影响的！	1
值得逛一下的地方，有风景有人文，顺便购物	0
国庆节超级多人排队，建议坐地铁到小什字，步行通过东大门大桥，从南岸排队回到解放碑，排队的人起码少一半。真正索道也就两分钟，20元的门票，国庆期间不卖往返票的。风景没啥好看的，就是坐个感觉。	0
春节人超多，买票都排不到跟前，尽管没有优惠，但不用排队啊！	1
人群扎堆的景点。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。	1
换票方便简洁，体验不错。以后还会通过携程预定。	1
地方不大，看看还行，门票性价比不高。	1
武侯祠都是介绍三国的历史，个人不太懂，如果听着介绍还是可以的，里面景色也不错，可以走走！	1
不错，但一定要打开微信的免费讲解。若没讲解，基本算白来了。	1
西岭雪山冬天来主要是玩雪，其实门票应该免费，因为成都周边玩雪的地方还是挺多的。日月坪以上其实就是看云海，在阴阳界看云雾，其他也没有什么看头，可以喂喂松鼠。	1
三国演义中的历史人物从小就知道，其实不止国人连身边的外国人也知道一些，因为不止从小说还有漫画、游戏等渠道能了解历史人物。	1
非常棒的一个景点，不愧是名人笔下的好地方，运气太好，碰上了今年最后一次下雪，满山银装素裹，独自一人在山上走，大美。	1
西岭雪山的美是说不完的。 是适合旅游 度假的好地方。 春天看花。 冬天看雪    夏天避暑。 秋天看红叶    四季都可以去玩。	1
风景很漂亮  取票方便   就是过节期间人很多  需要排队坐缆车	1
就在门口就可以二维码提取门票！方便！	1
解放碑步行街算是重庆的一个地标，位于渝中半岛靠近两江交汇口一侧，是高楼林立的繁华商业街。除购物或去网红店寻吃食外，这里的夜景也是流光溢彩。	0
红墙竹影确实不错，节假日期间人太多，没有办法！	1
很大的苏州园林建筑群，还有美食街！亭台楼阁 小桥流水 三义庙 锦里古街 好吃的太多了！	1
很垃圾的一次体验 完全跟想象的不一样	0
感觉人太多，冬天不太适合，很多动物都在睡觉！	0
学生票还好，即使收费也依然阻止不了人群的沸腾！！太可怕，拍的都是大合照！能找到没人的地方太不容易	1
门票偏贵，没去过还是值得去一下。	1
景区不大，淡季价格还可以，要不60元的门票真的是贵了	1
呃，就是坐了个大号的缆车，没啥特别的感觉	0
里面的古树很多，很有文化底蕴。	1
感觉没什么意义，本人不太喜欢，趣味性不太足	0
春节期间去的，人太多，可玩性不高，和动物园的熊猫馆也没啥区别。	0
人多，不要门票。重庆的特色建筑物，小时候感觉很高大，现在周围建筑很高，解放碑变得象一只蜡烛，但到重庆还是值得一看。	0
里面的服务和设施真心不错，全免费的WIFI，扫一下门票上的二维码就可以免费听讲解，赞一下????	1
本来是当地人的交通工具之一，被网红搞成了观光索道，要排很长时间的队上去3分钟，如果上去不靠窗，几乎什么都看不见，更别说照相了。	0
看完网友评价让我很震惊，从小就去的寺院变成了这样。联想今天去的不快经历也是情理之中了。说说今天的经历：买了10元门票，没见网友说的赠送的香烛，也没工作人员告知，是自己掏了9元请的。进大雄宝殿磕了三头后，走近一点儿想看看佛像，守殿居士说那块空地出家人才能站，瞻仰了一会儿佛像，正在追思幼年外婆带我来的往事，居士很不高兴说看什么看，看这么久。似乎进殿打扰了居士看佛经清修。不知道这些居士如此不令人欢喜，是在护持寺院还是在断众生佛缘。再进观音殿，几乎每个佛像前都有摇签筒；罗汉堂是出家人在解签。	0
价格上没有折扣，一点优势也没有，好在直接刷身份证就能入景区以及坐索道那些，就这一点还比较方便，不用一段一段买票和出示票。	1
重新漫游三国文化，体会桃园三结义的那份情义。	1
值得去，和小时候看的小说能联系起来，还能了解一下三国时代人物之间的关系。	1
历史悠久，三国故事，踏青出游之良处	1
My。God！我的眼睛受到了侮辱！无法恢复！	0
人多，看人文景观，没有讲解，等于白去	1
十一去的，人超多，设施感觉很旧了	0
取票速度很快，取票点就在景点旁边很方便。不用排队买票哦～	1
成都的武侯祠，里面最值得看的就是诸葛亮的发明了，而且刘备的墓地也在这里的，团队来这里的非常多，方便的是可以听导游的讲解，了解这个地方的历史背景还是非常方便的，	1
值得一游，听讲解不错！交通也便利！	1
景区还是那个景区，看大家评论就好，就是奉劝一句过节莫要出门了……	1
排队两小时，索道几分钟，想去坐缆车的需要做心里准备，太多太多人了，来回只是几分钟的问题，不过风景很好，去看夜景很好看。。	0
价格有点小贵有免费wifi及讲解，景色还不错，人很多需要些历史知识，去的时候在施工，有些没有参观，有点遗憾离锦里很近，可以吃很多小吃	1
很实惠的优惠券，相当于半价呢.	1
跟朋友们一起左的太好了，好完。	1
喜欢三国的友友们很值得看看，有导游或者讲解器最好	1
雪洒向人间，洒向漆黑的角落，洒向一切需要白色的地方。雪花如花飘落，不如说是仙女下凡，她们舞着高贵的身子，托着深深的寒意，飞出了天空的银幕。每一次的着地，都是对大地的热情拥抱与亲吻，或许她不想打扰正在睡梦中的人们，总是轻轻地降落，无声无息的来到人间。对我们富有想象力的孩子们来说，无声是她们的谦恭和初次来到人间的腼腆与羞涩。只是多事的寒风儿，总会吹起轻轻的的哨子，在大雪飞舞处制造那么一点点气氛，给降落的舞者	1
去的时候到处都在修建。	0
天府之国，蜀国文化，值得一去的好地方。	1
从磁器口到渣滓洞其实很近，我们步行过去的，用了大概四十分钟，包括问路耗去的一些时间。上山的文那条路环境相当差，因为有工地，沿途不断有大卡车经过，反正很心烦。	0
三国时蜀国在这里定都，可诸葛亮死后并未选择葬于此，后人为了祭拜他在这里建了一处祠堂。祠堂占地面积很大，值得一看。	1
在锦鲤的旁边，因为要门票就没有进去，门口都是扎堆的旅行团，还不如去锦鲤吃小吃。	1
想了解三国的朋友可以去了解了解。懂三国的朋友就更要去看看了。然后到锦里看看挺好的。	1
武侯祠说实话一点也不大，走走停停也就二个小时绕完了，门票不便宜，要不是有故事，真没啥好玩的，后门出去就是锦里，倒也方便！	1
租一个电子讲解器，游览起来会有一些收获，带孩子去的，孩子听着挺认真，这就够了！	1
很多看不懂  相比杜甫草堂感觉要差不少	1
那天去人忒别多！票价便宜吧，动物不多	0
晚上人也不少，最好是早上人少。	1
来到了【武侯祠】看到￥６０／人的门票，也是为之一震… 后来发现今天是正月十五，是过年的最后一天！ 竟然还属于大庙会期间… 门票￥３０／人，学生票竟然还减半 两个人３０、那肯定必须买啊，排队也得进。后来才知道，【武侯祠、锦里】这两个地方是在一起的，以前我还天真的以为【武侯祠】只是一座普通的祠堂呢。拿着成都大庙会的门票，嘴里乐开了花儿。赶快进去吧。园内到处是园中园，一个个亭台楼阁，萱花水榭。十分的雅致。姑娘一到里面就转晕了，来过的地方、硬是说没来过。武侯祠里面也是精致悠然，一株株翠竹相互成荫。典雅至极。护栏上的石雕很有特色，雕刻的大多都是生活中息息相关的小动物走进这个地方是一个盆景园，大大小小的盆景如同一个个小世界，非常有意思。小巧精致。走出盆景园 慢慢地天黑了，天呐，我这才想起来 今天是 正月十五、元宵节！！、元宵节赏花灯！！！！一排排的灯笼就好像世贸天阶的大屏幕一样，点亮了夜空。游人穿行其中，热闹非凡。今年是后年，以齐天大圣为主题的花灯很是常见，制作这些花灯很是费时费力，对得起这么多游人前来观看。这灯会很是热闹漂亮，其中在湖中心还有大型三国花灯展。气势磅礴。霸气侧漏！经历了一下午的游逛，真的是能吃下去一只牛啊。这家武汉三鲜豆皮大王，摊位前排了长队，看、你看右下角那师傅像是摊煎饼一样技巧娴熟。左边那个师傅 手里拿着个蚌壳，据说这是祖传的手艺。热喷喷的三鲜豆皮出路了，其实很难想象“豆皮”这个小吃是这个样子的，下面是米饭。上面有各种煎出来的豆腐，和蔬菜丁，两边煎得酥酥的。倒是很特别。在小吃街上，我们还买了大烤串。和军屯锅盔，成都锅魁可算是一绝了，花椒味的猪肉饼。这味道没的说。又吃了不少的东西，最后吃了一碗炒酸奶。开心极了~~ 实在是开心，民以食为天。武侯祠的另一边就是尽力，这个用灯笼糊的锦里牌楼闪耀无比，甚是开心。搞怪无数。再往前走，就是灯红酒绿的酒吧一条街了。锦里也不乏这样一些喝酒品茶的地方。灯光迷醉，招摇过市。里面有俊男靓女坐唱，待贵客赏脸驻足品酒。	1
在门口就能取票，有专门的网络售票处，方便省时。	1
太美啦，拍了超级多的照片	1
听着讲解非常有感觉，很不错，很好	1
还不错，有文化底蕴，值得带孩子一看	1
不错，网络购票，方便快捷，实惠！	1
傍山而建，十一层楼顶是地面，下到底层依然是地面 洪崖洞夜景非常好看，早上去的话就没有晚上看的好	0
可以省去排队的时间和烦恼，尤其是假期中，强烈推荐此种方式！其实纸质门票今后可以取消，这样更利于环保。	1
渣滓洞是一个主要的红色景点之一，其实是个矿坑，后成为国民党的监狱。是国共内战遗留的产物。也是免费的红色景点，人很多。	0
感觉还不错很多，英雄人物，有历史	1
讲解器感觉没有必要，了解三国历史的都不需要讲解器，门票收费过高，参观完以后没有那种“这个地方好棒”或者“嗯，长知识了”的感觉	1
三国遗址博物馆，男朋友很感兴趣，一边走一边数着各个历史人物，不过里面光线不太好，栏杆也多，不适合拍照，适合认真参观。旁边就是锦里，走累了就可以找吃的	1
很好的旅行，里面有免费电子讲解，学到不少东西	1
咔 闪退两次了 我不敢编辑了 又要白费了去携程订酒店价格嘛这种酒店真要看季节的，去玩得开心方便是最终的目的是吧 嘿嘿！我定的半山的酒店方便滑雪和上日月坪看云海日出，你定山下的第二天上山还得再买一次门票索道票，想玩得畅快尽兴建议住半山.想把雪山的风景和雪一起看了玩了估计得花去一个完整的两天一夜，除去上山下山耽搁了的大半天不算.get下我上山的流程，错峰下午四点半到达，买票小朋友不需要证件一米二以下不要票，想买优惠票就要带上相应的证件，学生证什么的，想去看日出云海只有住半山的酒店，雪花就不错价格适宜环境可以，还有枫叶阳光映雪这三个，酒店离得都不远，我买的索道套票山底到半山鸳鸯坪、鸳鸯坪到山顶日月坪的.鸳鸯坪滑雪玩雪，日月坪看云海风景.住半山第二天这些票都可以用，我是下午上鸳鸯坪第二天一早上日月坪，第二天下午下的山.没下山索道票都不要丢哦！索道票一张120 套票188都是包含上下的，门票120没雪的时候就不要门票的.  流程到达停车场-买票-上索道到达半山鸳鸯坪-坐上免费公交到达映雪广场-入住雪花酒店都很近几分钟路程-酒店吃饭-滑雪游玩第二天早上坐日月坪索道上日月坪上去后观景栈道很长，往前走会有更多更宽阔的观景平台，一路还有小松鼠，半山雾蒙蒙山顶天气很好。山顶要完全转下来估计3小时左右最好带上水和吃的。然后坐索道到鸳鸯坪，-回酒店吃午饭2点出发 排队坐公交去坐索道下山排队大概花了20分钟 .想轻松点不用太挤一定要错峰. 还有一点 不要相信山底拦着你的车说不能进去 索道停了让你去住他们酒店的人，最好自己花几分钟去售票处确认下，毕竟每个季节的时间都不一样 ，冬天要迟点估计九点，夏天好像是5点30。这个好像是夜场滑雪票的评价哦不管了	1
在携程订的很方便，挺好玩的，来回缆车，雪不是很大，也不太冷，很适合拍照，建议晚上上山的话穿羽绒服或者加绒冲锋衣上去滑雪	1
景色怡人，性价比超高，有趣味性	1
方便，当天临时订的，马上就可以出票。	1
鸡肋，不去坐坐难受，真坐了也就那么回事	0
春节庙会人很多，与锦里相连，文化游完直接美食游，网上订票就在入口旁边取票非常方便	1
对历史不感兴趣的来了也是白搭！！没有很雄伟的感觉，看了没啥想法！	0
非常快捷，不用排队，很方便，携程值得信赖	1
取票真的快。  身份证一刷票就出来    	1
空气清新自然，凉爽舒适，洗肺的好地方	1
攜程上訂的門票，取門票時便捷。整個景區就是一部三國史，旁邊就是錦裡，建議兩個景點一起玩。	1
来成都，没得选的公园之行！！！	1
总体来说还算可以吧里面，介绍只是一般般，感觉真的不值这个门票钱	1
一般般吧，一边听语音导游一边逛了解一些历史文化会好些，不然就是看一些雕像和石碑，刘备的墓地也只是一个小山包，如果是深度游，可以来逛逛，旁边是锦里，可以随带玩玩。	1
雪很厚很漂亮，特别好玩，这次来太值了	1
西岭雪山现在娱乐活动很多了，滑雪、狗拉雪橇、热气球等等，很不错。	1
正在举办元宵节活动，热闹、人多。蜀地还是有文化底蕴。卖票妹子超漂亮。	1
觉得没看到什么 三国迷应该很喜欢 不过设计很合理 有很多供照相的设施	1
和成都锦里一样，纯仿古建筑，重现巴渝吊脚楼	0
景区在市内，而且比较大，细细看可以逛大半天	1
就是类似府邸状态…再加上一些雕塑…总体观感一般…花园倒是挺好看…主要都是盆景…就这个票价来讲…总体一般…但是来成都了总不能连武侯祠都不去吧？	1
可以，就是门票和缆车总体费用不低	1
窗子模糊，赶上人多没站好位置，什么都看不清楚。	0
冲着武侯祠和诸葛丞相的名头区的，景区商业气息略浓，感觉没有突出一些应有的特点，可能来之前期待略高了吧。总的来说还可以吧，给四星。	1
人比较多，小吃味道还不错，慢慢逛还是挺有味道的	1
圣人的地方  先贤的地方  很不错	1
玩得还是不错的，我们去的那次好多好多人	1
带外地小伙伴来的，很喜欢，没让我失望	1
可以看看。。。。。。。。。。可以看看。。。。。。。。。。可以看看。。。。。。。。。。	1
武侯祠就在锦里的旁边，去不去都行，里面都是纪念三国巴蜀人物的地方，喜欢三国的可以去。	1
因为是周六去的人比较多，到处显得很杂乱，但里面的三国文化陈列室里有一些有价值的文物，值得一看！	1
庙会人不少，换票很方便，推荐，	1
还行，价格有点贵了，不过来了成都这里总是要来的。	1
初8去的 正好赶上庙会 我们先去参观武侯祠 这里适合三国迷过来参观 历史的故事 要是自己不怎么了解历史 最好找个导游 然后我们被隔壁的锦里的小吃吸引 各种小吃 人很多 	1
西岭雪山很棒，只是很冷，雪有很多，刚好下了雪。整个一片都银装素裹，很美	1
11月肯定是没有雪的。十二月下旬，一月初去，比较高	1
人多，不好耍，门票贵根本不值，每项都要走很远，但观看时间超不过半个小时，佛像模糊根本看不清了，北山石该更没看式，爬很1小时的山，看10分钟	0
携程上订票确实非常方便，武侯祠景区也非常好，不错	1
人多～～～～～～～～～～～～～	1
关二爷看不到  其他还行  ?	1
洪崖洞，重庆得代表、重庆小天鹅，我是最忘不了得、每次必去	0
一般吧，逛逛感受下三国文化吧。	1
不错峨，来成都必看景点，历经千年，有一种穿越感！	1
武侯祠不知道是不是因为TVB看多了的关系，尤其是林峰演的诸葛亮，很有感觉，就特别想到武侯祠看一看，来了两次，一次晚上，在门外待了好久，因为就在锦里旁边，第二次在里面坐了很久，不赶时间，就想细细体味当初的诸葛亮	1
还不错，武侯祠的文化和风景都可以，关键是旁边挨着小吃一条街的锦里。	1
很有历史底蕴，进入景区感觉穿梭在历史长廊，时而现代，时而又回到远古，同时巷子里还有好多有趣的玩物，小吃，真不错！	1
就是一座三国博物馆，我去时西区在修膳，整个挺大的，自然与历史相结合，对三国感兴趣的朋友建议一定要去。	1
門票60，只收現金。有二維碼掃了聽講解。進入之後才看到至2018年12月底，園內桂荷樓在修葺，經典之景只能憑想像看照片咯	1
整体环境不错，设施也很完善，但是和票价相比，性价比一般，如果不是为了证明来过成都，不联系去。	1
不错的地方，适合带孩子来，了解历史人物，网上买票方便快捷，赞	1
春节去，除了人多，还是人多！！	1
景区非常漂亮，超级好玩儿，订票也超级方便，是个非常不错的景区！	1
一般一般一般一般一般一般般吧！	0
没想到那么多人排队，足足一小时才坐上，很快就过了江，没啥景致，为了体验而坐。虽然买的是往返票，但果断放弃，在南滨路走走后，滴滴回解放碑了。	0
忘记取消了，太失望了，武隆景区居然不去退票，我根本没使用，武隆天坑真的很坑，垃圾景区，垃圾管理，	0
成都必去的景点，有导游讲解更好。	1
我们上午去武侯祠，武侯祠里面的环境很舒服，全程还有微信讲解。	1
比现场买票优惠多了，到了景点门口在买票都可以	1
值得推荐，离开锦里进，成都首先好地方	1
深秋时节依然草木茂盛，有部分在维修，关于丞相的纪念很少，倒是刘关张占据主导，毕竟演义中的鱼水之情只是美化，历史的真相永远是冷酷而苍凉的。	1
雪很干净，虽然已经接近冬季的尾巴了，观景的同时又锻炼了体能很不错的享受，自备了干粮，碰到松鼠还拖了我给的面包就溜，心情很愉悦	1
有些小贵，还不错，值得一游……	1
取票方便，快捷。下次出行还会选择携程。	1
很方便，接待也很好，雪场不错	1
武侯祠还是很值得一逛的，隔壁就是锦里，好吃好耍	1
还好吧，值得游玩，期待下次前来。	1
没什么意思！时问太短，不建议坐	0
雨大人多，连个避雨的地方都找不到；动物们都避雨去了，尽看到人，哎！	0
欣赏完三国故事转身出去就是吃吃吃！	1
武隆的门票和景点不匹配，每个景点都要钱，主要还有车也要钱！	0
不好，景色一般，不如景区的索道好看	0
后来知道夜景很有特色，还好还好	0
环境优美，介绍清晰明了，总体不错！	1
是中国唯一的一座君臣合祀祠庙和最负盛名的诸葛亮、刘备及蜀汉英雄纪念地，也是全国影响最大的三国遗迹博物馆	1
值得一去，后门就是锦里小吃街，了解成都小吃，就是锦里有一些乱，武侯祠很宁静，风景也不错，有吃有喝有玩，在市区还算不错的地方	1
喜欢三国这段心心念念想去看看  不过看了没什么太大意思  雕像做的也不精致  园内环境还不错	1
山上多余消费太多太贵，一般学生消费不起	1
白公馆是一处后人缅怀先烈的革命遗址，这里原是四川军阀白驹的郊外别墅，取名“香山别墅”。1939年开始作为国民党关押革命者的监狱，廖承志、“小萝卜头”等皆被囚禁于此。	0
还不错，是纪念诸葛亮的祠堂，后又修建了刘备陵寝，形成现在的君臣合庙，且享有三国圣地的美誉。而现在更吸引人的恐怕是“锦里”喽！	1
本是交通工具，如今变成旅游景点了，用公交卡乘坐能便宜许多，全票太贵了	0
有特点，环境也可以，物价偏贵。	1
一下午只看到三只小熊猫。，气。	0
还是要有导游才好，要不就对历史很清楚，像我这种一知半解的，自己看不出来什么	1
喜欢历史的看看挺好，环境闹中取静	1
没啥，就是去看下夜景，现场体验一般，远景应该好点	0
地理位置很好，在里面学到了很多历史知识，很受益，值得一去。正门口还有正规的一日游班车，我们在携程网定的三星堆遗址公园加熊猫基地一日游就是从这里起止的。	1
一般吧，好多封闭的。商业气息太浓了。	1
去了两次，当天晚上去的，是武侯祠灯会，灯会有小吃，以为都在这，就开始吃了，谁知等走到里面，才是古街的小吃，嘿嘿，吃饱了	1
喜欢三国的朋友可以去去，否则的话其实挺无聊的一个地方，景色还不错的。包括外面还有刘湘墓，也很不错。	1
只见西岭千秋雪❄️，满树银装，不妄此行！一路被美景包围着！美美哒！一级棒！	1
第一次去解放碑就把伞弄丢了，不开心	0
电梯是不含在门票内的，另外买票。电梯下去不到坑底，大概才一半，年纪大的腿脚不好的，不要以为有了电梯就可以了，后面一半的路，年轻人走走可以，腿脚不必的上不能上，下不能下，尴尬的很。坑底景色还不错的，不过下了坑底，步行一个小时的路程，120门票（80门票+40景区内短短的接驳车费）性价比比较差。比起来，故宫黄山等地的门票就是良心奉献了。	0
大足石刻位于重庆市大足区境内，是唐末、宋初时期宗教摩崖石刻，以佛教题材为主，儒、道教造像并陈，是著名的艺术瑰宝、历史宝库和佛教圣地，	0
武侯祠建的很好，里面有树有草有花还有那些庄严的三国历史英雄，值得一去，学习历史，学习蜀国三国文化。	1
感觉比苏州的拙政园有意思多了。门票好像是五十多块钱不到六十吧，网上订便宜几块钱，进去后能逛挺久。一墙之隔就是锦里，所以这两个地方一起玩还挺方便。门口有二维码，微信扫一下还能免费听讲解。主要有三国情结的去还行。反正里面修建的挺好。园林风格。累的话可以坐在亭子里休息，虽然去的时候花没怎么开呢，不过树叶已经长出来了，里面还有一个盆栽园子，有好多不错的盆栽也是一景。	1
网上买的讲解下午4点30分就没有了，除了这个败笔之外一切都好，很大的院子，环境很好.喜欢三国的朋友们必去！	1
很方便很信任携程。取票很方便。还可以扫描二维码听讲解。棒棒的。旁边就是锦里 伙伴们可以一起游玩欧。 	1
还可以吧，就看你觉得值不值了。	1
解放碑类似于北京的西单王府井，属于大型的商场和步行街。作为旅游景点无论如何都要看，实际的游览价值基本没有（喜欢购物白天来，看解放碑和拍照请等夜景）	0
人太多了。凳子很少园区内餐点太少	0
人太多了，排了好久队，索道就几分钟，建议不要在新华路这边排队，对面人少很多，风景还是可以的	0
不是很好玩，比较适合对三国文化感兴趣的朋友，再有门票60实在不值，故宫也就60块钱，这里跟故宫比简直啥都没有啊，门票太黑了	1
诸葛先生，是中国谋士阶级的优秀代表。	1
主要是人文景观，没有导游讲解，看着没意思	1
人多到爆炸，排队两小时，往返五分钟，景色也没什么好看的，都在挤来挤去，就是打卡的地方	0
景色很好，历史文化浓厚。。。。。。。	1
因意外没有去成，也没在16:00前退票，这个太不人性了，对于我来说简直是雪上加霜，很多景点都是过期无条件退款的，建议像其他景点学习	0
不错呦  我很喜欢 和女朋友一起去玩的  	1
一般般，也不是很差，没看过的也可以去看看！	0
一定要上第二个缆车，上去之后只漂亮美死	1
不是很好玩 感觉要有导游才好玩，	1
传播史料！！文化熏陶！！因“人”而异！！各取所“好”！！！	1
西岒的雪山真美。 滑雪场真的好玩	1
很好，儿子女儿们很喜欢。就是消费有点高。	1
